20,21,22,23,20,21,22,23,20,21,22,16,20,21,22,144,184,185,186,197,184,185,186,187,184,185,203,199,184,185,186,187,146,23,20,21,22,23,20,21,22,23,20,0,0,0,0,21,22,23,20,21,22,22,23,20,21,22,23,20,21,22,0,0,
24,25,26,27,16,25,26,27,24,25,26,27,24,25,26,144,188,189,190,191,188,189,190,191,188,189,203,203,188,189,190,191,161,153,24,25,26,27,24,25,26,27,24,0,0,0,16,25,26,27,24,25,26,26,27,24,25,26,27,24,25,26,0,0,
28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,144,176,177,178,179,176,177,178,179,176,162,195,195,147,147,163,179,176,161,153,29,30,31,28,29,30,31,28,16,0,0,28,29,30,31,28,29,30,30,31,28,29,30,31,28,29,30,0,0,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,155,163,181,182,183,180,181,182,183,162,154,33,34,34,16,155,163,180,181,161,153,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,16,17,18,19,16,17,18,19,16,17,18,0,0,
20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,144,185,186,187,184,185,186,187,146,20,41,33,35,35,21,155,163,185,186,161,145,153,20,21,22,23,20,21,22,23,20,21,22,23,23,20,21,22,23,20,21,22,23,20,21,22,0,0,
24,25,26,27,24,25,26,27,24,25,26,27,24,16,26,27,155,147,163,191,188,189,190,191,146,24,25,32,33,33,47,26,155,163,190,191,188,161,153,25,26,27,24,25,26,27,24,25,26,27,27,24,25,26,27,24,25,26,27,24,25,26,0,0,
28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,192,198,200,196,178,179,161,153,29,30,45,35,35,30,31,155,163,179,176,162,154,29,30,31,28,29,30,31,28,29,30,30,31,28,29,30,31,28,29,30,31,28,29,30,0,0,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,192,204,200,204,182,183,180,161,145,145,153,45,35,47,19,16,144,183,180,146,16,17,18,19,16,17,18,19,16,17,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,
20,21,22,23,20,21,22,23,20,21,22,23,20,21,16,23,20,21,155,163,184,185,186,187,184,185,186,187,161,153,32,34,23,20,144,187,184,146,20,21,22,23,20,21,22,23,20,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,
24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,16,24,25,26,155,163,189,190,191,188,189,190,191,162,154,34,35,27,24,144,191,188,146,24,25,26,27,24,25,26,27,24,16,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,
28,29,30,31,28,29,30,31,28,29,16,31,28,16,30,16,28,29,30,31,155,163,178,179,176,177,178,179,146,28,35,32,31,152,160,179,176,161,153,29,30,31,28,29,30,31,28,29,30,31,16,28,29,30,31,28,29,30,31,28,29,30,0,0,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,16,19,16,17,18,19,16,144,182,162,147,147,163,183,146,16,35,32,47,155,163,183,180,181,146,17,18,19,152,153,18,19,16,17,18,19,16,16,17,18,19,16,17,18,19,16,17,18,0,0,
20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,152,160,162,154,17,18,144,187,146,20,41,33,34,20,144,187,184,185,161,145,145,145,160,161,145,153,20,21,22,23,20,21,22,23,20,16,21,22,23,20,21,22,0,0,
24,25,26,27,24,25,26,27,24,25,16,27,24,25,26,27,24,25,26,27,144,189,146,20,21,22,144,191,161,153,25,32,35,24,144,191,188,189,190,191,188,189,190,191,188,161,145,145,153,27,24,25,26,27,24,25,26,27,24,25,16,26,0,0,
28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,144,177,146,24,25,26,144,179,176,161,145,193,193,145,160,179,176,177,178,179,176,177,178,179,176,177,178,179,146,31,28,152,153,31,28,29,30,31,28,29,30,31,28,29,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,152,160,181,161,145,145,145,160,183,180,181,182,199,199,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,161,145,145,160,161,153,16,17,18,19,16,17,18,19,16,17,
20,21,22,23,20,21,16,23,20,21,22,23,20,21,22,23,20,152,145,160,184,185,186,187,184,185,186,187,184,185,186,199,207,185,186,187,184,185,186,187,184,185,186,187,184,162,147,147,163,176,177,178,179,161,145,145,153,23,20,21,22,23,20,21,
24,152,153,27,24,25,26,27,24,25,16,27,24,152,145,145,145,160,190,191,188,189,190,191,188,189,190,191,188,189,190,205,199,189,190,191,188,189,190,191,188,189,190,162,147,154,18,19,155,147,147,163,183,180,181,182,161,145,145,145,145,153,24,25,
145,160,161,145,153,29,30,31,28,29,30,31,28,144,178,179,176,177,178,179,176,177,178,179,176,162,147,147,163,177,178,199,203,177,178,179,176,177,178,162,147,163,178,146,20,21,22,23,20,21,22,155,147,163,185,186,187,184,185,186,187,161,145,145,
180,181,182,183,161,145,145,153,16,17,18,19,152,160,182,183,180,181,182,183,180,181,182,183,162,154,26,27,155,147,147,195,195,147,147,163,180,162,147,154,24,155,147,154,24,25,26,27,24,25,26,27,24,155,147,147,163,188,189,190,191,188,189,190,
184,185,186,187,184,185,186,161,145,145,145,145,160,185,186,187,184,185,186,187,162,147,147,163,146,29,30,31,28,29,30,34,33,34,30,155,147,154,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,155,147,147,147,163,176,177,178,
188,189,190,191,188,189,190,191,188,189,190,191,188,189,190,191,188,189,162,147,154,17,18,155,154,17,18,19,16,17,18,33,34,34,47,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,155,147,147,163,
176,177,162,147,147,163,178,179,176,177,178,179,176,177,162,147,147,147,154,23,20,21,22,23,20,21,22,23,20,21,22,37,38,39,37,47,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,155,
147,147,154,27,24,155,163,162,147,147,163,183,180,162,154,27,24,25,26,27,24,25,26,27,24,25,26,46,39,38,39,38,37,39,39,36,37,37,38,37,37,36,36,36,47,25,26,27,24,25,46,37,36,39,39,37,38,39,47,27,24,25,26,27,
28,29,30,31,28,29,155,154,28,29,155,147,147,154,30,31,28,29,30,31,28,29,30,46,36,39,37,36,37,38,37,38,36,38,37,37,36,37,39,38,36,39,37,37,39,36,39,38,39,37,37,36,38,38,39,38,36,37,37,39,37,38,36,37,
36,38,38,38,39,37,47,19,16,17,18,19,16,17,18,19,37,37,37,37,39,36,36,36,37,39,36,38,37,38,36,39,37,39,38,36,44,37,37,38,38,36,38,37,39,37,39,36,37,37,39,36,39,37,36,37,39,36,37,37,38,37,36,37,
36,39,36,38,37,38,38,39,39,37,36,38,39,38,36,36,37,36,36,39,39,37,37,36,39,37,39,36,40,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,39,39,36,39,38,36,37,37,38,21,22,45,37,38,37,39,37,36,38,39,
36,38,37,37,36,36,37,37,37,39,39,37,37,36,39,36,37,39,36,39,36,36,36,37,38,36,44,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,41,38,38,38,38,38,
28,29,30,31,28,29,30,31,28,41,36,36,36,39,39,39,36,38,39,37,38,36,38,44,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,45,38,36,31,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,
16,17,18,19,16,17,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,
20,21,22,23,20,21,22,23,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,
24,25,26,27,24,25,26,27,24,25,26,31,24,25,26,27,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,
28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,16,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,18,19,16,21,0,0,
20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,16,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,22,23,20,21,22,23,20,21,0,0,
24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,28,29,30,31,28,25,26,27,24,29,30,31,28,29,30,31,28,29,30,31,28,29,26,27,28,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,
28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,16,17,30,31,16,17,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,
16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,0,0,
20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,0,0,
24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


[layer]
type=object
format=dec
data=
80,81,82,83,80,81,82,83,80,81,82,83,80,81,82,83,80,81,82,83,80,81,82,83,80,81,82,83,80,81,82,48,0,0,0,0,0,125,65,57,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
84,85,86,87,84,85,86,87,84,85,86,87,84,85,86,87,84,85,86,87,84,85,86,87,84,85,86,87,84,56,49,64,0,0,0,125,125,0,0,50,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
88,89,0,124,125,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,124,0,0,0,60,49,49,64,0,125,0,0,0,0,125,0,125,65,53,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,
92,93,0,0,0,0,125,0,0,124,125,0,125,0,0,125,0,0,0,0,0,0,124,0,0,0,48,0,0,0,0,0,0,0,0,0,0,125,0,123,0,65,49,57,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,
80,81,124,0,0,124,0,0,0,0,0,0,0,0,0,126,0,0,0,0,121,0,0,0,0,56,64,0,0,0,125,0,0,0,0,0,0,0,125,0,125,0,0,50,80,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,
84,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,68,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,124,0,65,57,80,0,0,0,0,0,125,0,0,0,0,0,0,125,125,0,0,0,0,
88,89,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,126,0,125,126,0,54,80,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,
92,93,0,0,0,124,0,0,0,0,60,49,53,53,49,57,0,80,80,0,56,49,53,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,49,53,61,80,0,0,121,0,0,0,0,126,0,0,0,0,0,0,0,
80,81,124,0,0,0,0,0,0,56,64,0,125,0,0,65,49,53,49,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,126,0,0,126,0,50,84,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,
84,85,0,0,0,0,0,0,0,52,0,125,0,0,0,0,0,0,0,0,0,0,126,98,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,124,0,125,0,0,0,0,65,49,57,80,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,89,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,215,0,0,0,215,0,0,0,0,0,0,0,0,241,118,119,0,0,0,0,0,0,0,126,0,0,126,0,126,123,50,80,0,0,0,0,0,243,0,0,0,0,0,0,0,
92,93,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,212,213,214,96,212,213,214,0,0,0,0,0,0,0,0,0,211,0,0,112,113,112,113,113,113,0,0,0,127,126,127,124,65,57,80,0,0,0,0,0,0,0,126,0,0,0,0,
80,81,0,0,0,0,56,49,68,0,0,0,0,125,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,127,0,0,210,0,126,115,114,115,114,114,115,0,0,126,0,0,0,123,0,50,80,0,0,0,0,126,0,125,0,0,0,0,0,
84,85,0,0,0,0,48,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,209,0,126,116,117,116,117,116,116,0,0,0,0,0,125,125,127,69,49,57,0,0,0,0,0,0,0,0,0,0,0,
88,89,0,0,0,56,64,0,125,0,0,0,0,0,0,0,0,211,0,0,0,0,124,0,0,0,0,124,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,127,0,0,125,0,0,127,0,127,65,61,82,83,0,0,0,0,0,0,0,0,
92,93,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,122,122,123,122,123,123,0,0,0,0,0,127,0,125,127,0,0,50,86,87,0,0,0,0,0,0,0,0,
80,81,0,0,0,52,0,126,0,125,0,0,0,0,0,0,208,209,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,121,121,120,121,120,121,127,66,55,67,0,127,0,124,0,0,0,50,90,91,122,0,0,0,126,0,0,0,
84,85,0,0,60,68,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,126,0,112,113,112,113,113,113,0,50,81,63,51,67,0,126,0,0,66,58,95,95,0,0,0,0,0,0,0,0,
88,89,0,0,48,0,126,0,125,0,126,125,0,126,0,125,126,0,126,0,0,126,0,0,0,0,0,124,127,0,0,0,0,0,0,0,0,127,0,126,0,0,66,58,85,86,87,52,0,0,0,0,54,81,82,83,0,0,0,0,0,0,0,0,
92,93,0,0,48,97,125,0,0,0,126,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,50,88,89,90,91,48,0,127,0,125,50,85,86,87,0,0,0,0,0,0,0,0,
80,81,0,0,52,99,0,0,0,66,67,0,0,125,126,0,0,121,115,0,0,115,0,0,0,0,0,0,0,0,0,126,0,0,0,0,127,0,0,124,125,0,50,92,93,94,95,52,0,0,127,0,65,57,90,91,0,0,0,0,0,0,0,0,
84,85,0,0,48,125,0,0,66,62,63,55,71,126,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,124,0,65,57,81,82,83,48,0,127,0,0,0,50,95,95,0,0,124,125,0,0,0,0,
88,89,0,0,59,67,0,0,50,82,83,80,48,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,126,0,0,0,126,0,0,0,54,85,86,60,64,125,0,127,0,0,54,82,83,0,0,0,0,0,0,0,0,
92,93,0,0,0,48,0,0,50,86,87,84,52,126,0,0,0,0,0,0,114,115,0,0,0,0,0,0,126,0,0,0,0,0,126,0,0,125,0,0,0,127,0,50,89,90,52,0,0,0,0,0,0,50,86,87,0,0,0,0,0,0,0,0,
80,81,0,0,0,59,67,0,54,90,91,88,48,0,126,0,125,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,124,0,0,65,49,53,64,0,0,0,0,66,51,62,90,91,0,0,0,0,0,0,0,0,
84,85,0,0,0,124,59,51,58,95,95,93,52,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,125,0,0,0,0,0,66,58,93,94,95,95,0,0,124,0,0,0,0,0,
88,89,0,0,0,0,0,80,81,82,83,80,59,51,67,0,125,0,0,0,0,0,0,0,0,124,127,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,126,0,127,0,0,0,0,50,83,80,81,82,83,124,0,0,0,0,0,0,0,
92,93,0,0,127,0,124,0,85,86,87,84,85,86,48,126,0,0,0,0,98,96,0,0,0,0,0,0,0,127,0,0,127,0,0,0,0,0,125,0,0,127,0,0,0,0,0,0,0,66,62,87,84,85,0,0,0,0,0,125,0,0,0,0,
80,81,0,127,0,0,0,0,0,0,0,124,124,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,126,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,66,58,90,91,88,0,0,0,0,125,0,0,0,0,0,0,
84,85,0,0,0,0,0,0,0,0,0,0,0,0,59,67,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,66,62,94,95,95,93,0,0,0,0,0,0,0,124,0,0,0,
88,89,0,125,121,0,127,0,0,0,0,0,0,0,0,63,71,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,127,0,0,126,0,0,50,80,81,82,83,0,0,0,125,0,0,124,0,0,0,0,0,
92,93,0,126,0,0,0,0,0,0,60,53,49,57,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,49,53,61,87,0,0,240,0,0,0,0,0,0,0,0,0,
80,81,0,0,0,0,125,0,0,0,52,126,0,65,61,48,0,0,0,125,0,0,120,0,0,0,0,0,0,0,0,127,0,0,114,0,0,0,0,0,0,0,0,0,0,0,125,0,0,123,65,57,0,0,0,0,0,0,0,0,0,0,0,0,
84,85,0,125,0,126,0,0,122,0,48,123,127,0,65,68,124,0,126,0,0,0,0,0,124,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,65,49,53,49,57,0,0,0,0,0,0,0,0,
88,89,0,0,0,0,0,0,0,0,59,67,125,124,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,125,0,0,127,0,69,49,53,53,53,61,0,0,0,
92,93,0,0,0,0,0,125,0,0,0,48,0,0,0,0,0,125,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,125,0,124,65,49,53,49,
49,53,53,49,57,0,0,0,0,0,0,52,127,125,0,124,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,127,0,0,0,123,0,
0,125,0,0,65,49,57,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,
0,0,126,125,126,0,65,49,53,57,56,68,125,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,125,0,126,125,65,64,125,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,126,0,0,125,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,115,0,0,0,0,0,125,0,0,125,0,0,125,0,0,0,124,0,0,0,0,125,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,124,125,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,
