0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,51,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,54,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,16,17,57,0,0,17,18,57,0,0,18,19,57,0,0,0,0,0,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,48,18,19,57,0,0,0,0,0,18,19,57,0,0,19,16,57,0,0,16,17,57,0,0,0,0,
0,20,50,52,0,0,21,22,53,0,0,22,23,20,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,0,0,0,0,0,22,23,52,0,0,23,20,21,0,0,20,21,22,0,0,0,0,
0,24,25,26,57,24,25,26,27,57,25,26,27,24,0,0,0,0,0,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,49,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,51,48,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,55,24,25,26,27,24,0,0,0,0,0,26,51,24,57,26,27,53,25,57,27,24,25,26,0,0,0,0,
0,28,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,55,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,51,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,28,0,0,0,0,0,30,50,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,
0,56,55,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,16,0,0,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,
0,0,0,56,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,
0,0,0,26,27,24,25,26,27,24,25,26,27,24,57,26,27,24,25,26,27,24,25,26,27,24,57,0,16,16,57,0,27,24,57,0,27,24,25,26,48,24,25,26,57,0,25,26,57,0,25,26,57,0,25,26,27,24,25,26,27,24,57,0,27,24,57,0,27,24,57,0,27,24,49,26,27,24,25,26,57,0,25,26,57,0,25,26,57,0,25,26,27,24,25,26,27,24,57,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,
0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,48,31,28,29,30,31,28,53,57,16,205,202,0,31,28,51,57,31,51,29,30,31,28,29,30,51,57,29,30,53,57,29,30,31,57,29,50,31,28,29,30,31,28,29,57,31,28,29,0,31,201,202,57,31,28,29,30,31,28,29,30,31,57,29,30,31,57,29,30,31,57,29,30,31,28,29,30,31,28,29,30,31,48,29,30,31,28,29,30,31,28,29,30,31,28,57,57,0,0,0,0,
0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,51,201,209,198,0,19,16,53,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,49,17,18,19,16,17,18,19,16,17,18,19,16,17,0,19,192,210,206,50,16,17,18,19,16,17,48,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,
0,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,205,209,217,198,0,23,20,21,22,23,20,21,22,48,20,21,22,50,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,48,20,21,0,23,204,208,194,23,20,21,22,51,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,
0,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,192,218,219,194,0,27,24,52,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,27,24,200,207,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,
0,56,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,200,195,208,198,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,31,28,29,30,55,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,
0,0,0,56,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,0,56,200,203,0,56,16,17,0,56,50,17,18,19,16,17,18,19,0,56,18,19,0,56,18,19,0,56,18,19,16,17,18,19,16,17,0,56,16,17,0,56,16,17,0,56,51,17,18,19,16,17,18,19,0,56,18,19,0,56,18,19,0,56,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,
0,0,0,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,56,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,52,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,0,0,0,0,0,0,56,23,20,21,22,23,49,21,22,23,20,0,0,0,0,0,0,
0,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,27,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,0,0,0,0,0,0,26,55,24,25,26,27,24,25,26,27,24,57,57,0,0,0,0,
0,28,29,30,53,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,31,28,50,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,30,54,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,
0,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,0,0,0,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,
0,20,21,22,0,0,56,22,23,0,0,56,23,20,0,0,0,0,0,0,56,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,0,0,0,0,0,0,22,23,20,0,0,56,20,21,0,0,56,21,22,0,0,0,0,
0,56,25,26,0,0,25,26,27,0,0,56,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,27,24,0,0,27,24,25,0,0,56,25,26,0,0,0,0,
0,0,0,0,0,0,29,30,31,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,31,28,29,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,17,18,19,0,0,0,0,0,0,0,0,0,0,18,19,51,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,16,17,49,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,18,50,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,18,19,50,49,18,19,16,0,0,0,0,0,0,0,0,0,0,19,16,17,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,21,22,23,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,54,20,21,22,0,0,0,0,0,0,0,0,0,0,0,56,23,55,21,22,23,20,0,0,0,0,0,0,0,0,0,0,23,20,21,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,0,26,50,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,56,48,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,27,24,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,29,30,31,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,57,0,0,0,0,0,0,0,0,0,0,0,28,29,53,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,31,28,29,0,0,0,0,0,0,0,0,0,
0,16,17,18,19,16,17,18,19,57,17,18,19,57,0,0,0,0,0,56,19,16,17,18,19,16,57,0,19,16,57,0,19,16,57,0,19,16,17,18,19,16,17,18,57,0,17,18,57,0,17,18,57,0,17,18,52,16,17,18,19,16,57,0,19,16,57,0,19,16,57,0,19,16,17,18,19,16,17,48,57,0,17,18,57,0,17,18,57,0,17,18,19,16,17,18,19,16,0,0,0,0,0,18,19,16,17,18,19,16,17,57,19,16,17,57,0,0,0,0,
0,20,201,193,206,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,56,20,21,22,23,20,21,57,23,20,21,57,23,20,21,57,23,20,21,22,23,20,21,50,23,57,21,22,23,0,21,22,49,57,21,22,23,20,21,22,23,49,21,57,23,20,21,57,23,20,21,57,23,20,21,48,23,20,21,22,23,57,21,22,23,57,21,22,51,57,21,22,23,20,21,22,23,0,0,0,0,0,0,22,23,49,49,22,23,20,21,22,23,20,21,22,0,0,0,0,
0,24,196,211,203,24,25,26,27,24,51,26,27,24,0,0,0,0,0,0,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,49,27,24,25,26,27,24,25,26,27,0,25,53,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,48,26,27,0,0,0,0,0,0,26,27,51,25,26,27,24,25,26,27,48,25,26,0,0,0,0,
0,28,196,198,31,28,29,30,31,28,29,53,31,28,0,0,0,0,0,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,50,30,31,0,29,30,31,28,29,30,31,28,29,0,51,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,0,0,30,50,54,29,30,31,28,29,30,31,52,29,30,0,0,0,0,
0,16,204,207,19,50,17,18,19,16,17,18,19,16,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,17,18,19,16,17,18,51,16,264,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,18,19,16,17,18,19,16,17,18,19,53,17,18,0,0,0,0,
0,20,21,22,51,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,
0,56,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,26,27,24,25,26,27,24,25,0,56,24,25,0,56,24,25,0,56,24,25,51,27,24,25,26,27,0,56,26,27,0,56,26,27,0,56,26,27,24,25,26,27,24,25,0,56,24,25,0,56,24,25,0,56,24,25,26,27,24,25,26,27,0,56,26,27,0,56,26,27,0,56,26,27,24,25,26,27,57,0,0,0,0,0,56,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,
0,0,0,0,0,0,56,30,31,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,55,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,56,28,29,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,17,18,19,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,19,16,17,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,21,22,23,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,55,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,50,21,22,23,20,0,0,0,0,0,0,0,0,0,0,23,20,21,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,27,24,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,29,30,31,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,31,28,29,0,0,0,0,0,0,0,0,0,
0,16,17,57,0,0,17,18,19,0,0,18,19,57,0,0,0,0,0,56,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,16,0,0,0,0,0,18,19,57,0,0,19,16,17,0,0,16,17,57,0,0,0,0,
0,20,21,22,0,0,21,22,23,0,0,22,23,20,0,0,0,0,0,0,56,20,21,22,23,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,57,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,0,0,0,0,0,0,22,201,202,0,0,23,20,21,0,0,20,21,22,0,0,0,0,
0,24,53,26,57,24,25,26,27,57,25,26,27,24,0,0,0,0,0,0,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,24,52,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,16,205,197,197,197,197,202,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,0,0,0,0,0,0,26,196,198,57,26,27,24,25,57,27,24,25,26,0,0,0,0,
0,28,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,211,199,207,0,0,0,0,0,0,0,0,0,0,0,56,55,30,31,54,29,30,0,0,0,0,0,0,0,0,0,0,0,56,48,28,29,30,31,0,0,0,0,0,0,30,196,210,193,206,31,28,29,30,31,28,29,30,0,0,0,0,
0,56,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,196,211,207,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,49,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,0,0,0,0,0,0,18,204,208,211,203,19,16,17,18,19,16,17,18,0,0,0,0,
