0,0,0,0,0,0,0,0,0,36,43,43,45,38,19,39,42,22,49,0,0,0,20,18,44,46,39,46,47,37,0,0,0,0,0,0,0,19,19,37,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,39,19,45,51,51,51,51,38,40,47,18,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,37,38,38,36,42,40,45,37,22,49,0,0,0,20,46,43,38,19,37,39,42,47,46,37,47,43,47,37,40,46,44,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,19,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,37,46,39,51,51,51,51,39,39,42,46,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,42,38,16,44,41,46,37,19,22,49,0,0,0,20,36,37,43,46,42,47,43,41,16,19,44,38,16,44,36,44,40,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,46,16,17,51,51,51,51,42,40,44,46,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,17,43,45,42,16,39,19,22,49,0,0,0,20,36,16,17,47,19,43,38,43,18,43,39,44,40,45,16,37,38,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,33,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,17,45,38,51,51,51,51,17,47,39,42,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,41,43,16,36,16,47,16,43,22,49,0,0,0,20,37,17,42,19,46,37,16,45,41,44,40,19,39,47,39,44,18,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,33,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,17,16,42,51,51,51,51,45,38,38,17,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,43,47,42,47,41,39,38,42,22,49,0,0,0,20,37,44,45,43,19,46,42,42,39,16,40,47,41,39,38,17,36,45,17,0,0,0,0,0,0,0,0,0,0,0,18,44,43,19,39,35,46,39,32,37,45,47,43,0,0,0,0,0,0,0,0,0,0,0,41,45,38,45,43,17,39,19,30,51,51,51,51,31,18,38,19,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,43,39,41,44,43,39,46,45,29,21,21,21,21,28,19,42,17,43,37,47,18,0,0,0,0,0,0,0,42,37,16,41,16,0,0,0,0,0,0,0,0,0,0,0,41,39,39,38,18,35,46,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,17,42,17,46,45,43,22,49,0,0,0,20,16,40,17,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,43,43,38,44,44,38,37,41,39,17,16,43,41,16,40,45,38,41,46,42,0,0,0,0,0,0,0,37,37,18,41,46,0,0,0,0,0,0,0,0,0,0,0,19,38,19,38,18,35,19,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,40,38,47,46,37,36,22,49,0,0,0,20,16,45,37,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,43,37,37,37,45,47,42,17,46,47,42,43,47,39,18,16,36,41,44,38,42,0,0,0,0,0,0,0,17,43,47,41,42,0,0,0,0,0,0,0,0,0,0,0,40,17,46,44,38,32,39,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,47,46,37,37,16,38,22,49,0,0,0,20,40,42,17,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,40,16,37,17,16,45,37,18,37,19,46,44,43,46,18,42,46,40,41,36,0,0,0,0,0,0,0,45,42,41,19,42,0,0,0,0,0,0,0,0,0,0,0,17,16,37,38,18,33,46,18,34,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,40,19,30,23,23,23,26,49,0,0,0,20,43,36,18,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,45,41,42,0,0,0,0,0,0,0,0,0,0,0,19,37,45,19,16,33,45,38,34,18,39,39,37,0,0,0,0,0,0,0,0,0,0,0,16,39,18,37,22,48,50,50,50,0,0,0,0,20,44,37,17,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,40,18,19,0,0,0,0,0,0,0,0,0,0,0,16,17,37,44,39,35,18,17,33,18,19,46,37,0,0,0,0,0,0,0,0,0,0,0,36,16,37,41,22,49,0,0,0,0,0,0,0,20,42,19,39,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,45,37,45,0,0,0,0,0,0,0,0,0,0,0,17,16,43,18,45,32,19,47,33,16,38,39,39,0,0,0,0,0,0,0,0,0,0,0,44,38,39,42,22,49,0,0,0,0,0,0,0,20,39,16,37,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,46,43,39,0,0,0,0,0,0,0,0,0,0,0,40,40,43,43,46,33,39,41,35,39,39,40,36,0,0,0,0,0,0,0,0,0,0,0,46,45,19,40,22,49,0,0,0,0,0,0,0,20,36,44,38,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,43,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,40,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,39,45,29,21,21,21,21,21,21,21,21,28,47,45,38,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,45,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,43,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,37,16,47,41,19,44,18,17,43,40,43,45,46,43,37,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,38,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,38,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,16,18,45,40,44,16,38,41,19,38,36,47,37,36,16,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,16,46,46,0,0,0,0,0,0,0,47,44,39,40,47,19,37,16,38,43,17,16,39,37,40,46,17,45,44,16,43,17,44,16,39,0,0,0,45,46,18,45,44,16,45,40,39,38,40,43,44,41,17,40,42,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,39,18,19,0,0,0,0,0,0,0,17,45,38,47,40,19,19,36,38,37,17,43,18,17,44,47,19,38,36,16,47,38,36,17,41,0,0,0,0,0,0,0,44,44,37,44,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,43,45,36,0,0,0,0,0,0,0,38,39,47,42,43,45,39,47,17,37,38,36,43,42,18,37,41,45,36,42,44,39,42,43,40,0,0,0,0,0,0,0,40,43,18,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,46,43,0,0,0,0,0,0,0,41,39,46,42,19,19,18,46,43,47,38,46,45,39,19,16,40,39,41,46,37,42,37,47,18,0,0,0,0,0,0,0,40,17,47,36,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,45,41,41,37,38,47,44,40,44,46,44,46,36,46,16,40,36,18,36,39,18,19,45,37,45,18,30,23,23,23,23,31,37,39,41,17,43,42,37,0,0,0,0,0,0,0,18,18,40,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,41,45,42,38,40,37,37,18,17,18,39,43,40,42,37,19,16,44,43,42,43,39,18,45,37,41,22,48,50,50,50,20,45,16,41,40,45,16,41,0,0,0,0,0,0,0,36,39,16,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,36,17,37,44,46,42,46,45,16,18,47,41,16,39,37,47,42,44,16,39,16,44,45,42,45,45,22,49,0,0,0,20,41,41,43,16,37,43,39,0,0,0,0,0,0,0,46,38,37,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,41,44,38,39,43,19,42,38,37,40,17,37,19,43,41,36,19,46,18,44,17,19,38,42,47,38,22,49,0,0,0,20,45,42,44,47,17,39,39,0,0,0,0,0,0,0,40,42,17,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,43,17,45,44,45,43,44,47,45,36,47,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,44,42,18,40,39,36,39,37,42,47,46,45,36,38,45,41,18,36,42,38,19,41,36,47,38,37,30,23,23,23,26,49,0,0,0,27,23,23,23,31,19,44,46,36,36,44,18,37,39,16,44,36,40,37,17,36,44,18,41,0,0,0,0,0,0,0,0,0,0,
0,16,45,45,19,43,18,37,30,23,23,23,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,45,47,17,17,19,47,46,19,37,42,39,40,45,16,46,18,36,46,36,40,45,38,36,17,42,46,22,48,50,50,50,0,0,0,0,50,50,50,50,20,41,40,19,19,45,47,38,43,16,42,43,47,42,44,41,17,42,16,45,0,0,0,0,0,0,0,0,0,0,
0,38,38,41,45,45,38,46,22,45,19,36,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,17,45,37,47,42,39,38,45,37,18,46,43,39,41,47,38,41,44,45,42,43,18,38,19,37,38,22,49,0,0,0,0,24,25,49,0,0,0,0,20,44,44,47,19,46,19,46,44,47,41,47,19,17,37,47,42,46,46,19,0,0,0,0,0,0,0,0,0,0,
0,37,42,44,38,39,41,18,29,21,21,21,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,16,47,43,16,36,17,16,18,16,47,19,37,43,19,18,43,16,47,18,41,44,18,45,16,39,37,22,49,0,0,0,0,27,26,49,0,0,0,0,20,46,47,36,39,42,18,47,18,38,36,43,38,39,18,16,45,43,37,43,0,0,0,0,0,0,0,0,0,0,
0,16,36,38,44,45,45,43,30,23,31,37,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,46,44,42,38,47,41,46,19,16,42,43,41,38,19,46,17,40,19,47,44,16,17,37,17,45,46,22,49,0,0,0,0,50,50,0,0,0,0,0,20,38,42,17,19,37,37,36,43,37,17,19,43,41,46,16,37,38,40,37,0,0,0,0,0,0,0,0,0,0,
0,45,16,18,19,19,16,36,22,16,20,45,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,44,36,44,43,47,19,45,16,17,18,40,43,16,44,38,37,41,36,46,44,42,40,29,21,21,21,25,49,0,0,0,24,21,21,21,28,17,40,41,0,0,0,0,0,0,0,38,38,45,45,47,16,41,19,45,0,0,0,0,0,0,0,0,0,0,
0,37,16,19,37,45,40,44,29,21,28,46,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,17,42,36,19,42,16,36,36,16,36,17,19,39,42,43,19,43,45,44,16,17,38,38,36,16,36,22,49,0,0,0,20,43,42,46,46,44,38,47,0,0,0,0,0,0,0,36,36,18,39,42,41,37,39,44,0,0,0,0,0,0,0,0,0,0,
0,19,18,17,44,38,19,17,19,37,47,37,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,18,17,46,42,16,18,44,46,18,45,18,39,39,43,39,44,45,46,16,38,37,37,45,39,40,18,22,49,0,0,0,20,39,19,36,42,17,38,19,0,0,0,0,0,0,0,43,45,37,44,46,46,42,41,18,0,0,0,0,0,0,0,0,0,0,
0,17,38,37,16,43,36,42,40,38,16,46,38,36,19,18,40,17,36,46,41,17,0,0,0,0,0,0,0,0,0,0,0,40,39,43,39,44,37,46,37,18,17,39,41,39,39,37,44,18,45,18,18,44,41,39,47,43,47,16,16,22,49,0,0,0,20,45,41,17,38,17,44,46,0,0,0,0,0,0,0,45,18,44,19,36,46,42,45,37,0,0,0,0,0,0,0,0,0,0,
0,18,19,17,36,16,36,39,44,46,46,44,41,46,45,42,44,39,44,18,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,43,45,40,0,0,0,0,0,0,0,16,43,19,45,17,37,17,19,41,17,40,17,29,21,21,21,21,28,46,38,47,42,16,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,43,40,17,36,18,42,43,45,43,38,45,44,18,47,19,44,41,16,41,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,39,17,18,0,0,0,0,0,0,0,45,38,36,16,41,44,16,39,45,16,42,39,37,16,46,44,39,18,43,40,19,39,36,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,42,45,46,41,39,41,45,37,44,45,41,17,18,47,44,39,19,16,44,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,46,18,46,0,0,0,0,0,0,0,40,41,18,37,46,41,19,43,44,46,44,19,40,40,18,46,47,38,19,19,45,37,43,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,46,38,44,36,40,45,39,40,40,39,17,47,45,41,17,43,18,46,43,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,38,18,42,0,0,0,0,0,0,0,45,46,42,45,46,42,42,41,44,43,19,44,47,37,19,45,16,44,40,39,36,39,47,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,45,42,43,39,47,0,0,0,0,0,0,0,38,42,17,17,41,19,44,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,44,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,39,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,39,47,17,45,37,0,0,0,0,0,0,0,41,16,36,41,18,47,42,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,45,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,41,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40,39,46,17,37,0,0,0,0,0,0,0,19,40,36,16,42,18,17,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,16,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,42,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,43,45,40,37,19,47,16,19,43,0,0,0,47,16,45,42,38,18,17,41,18,0,0,0,0,0,0,0,0,0,0,0,44,40,38,47,42,16,44,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,44,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,36,42,16,41,18,37,40,38,36,0,0,0,16,19,40,16,42,42,36,18,40,0,0,0,0,0,0,0,0,0,0,0,16,37,37,16,44,41,44,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,44,43,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40,16,16,40,37,37,38,44,47,0,0,0,19,47,43,37,19,39,19,37,16,0,0,0,0,0,0,0,0,0,0,0,42,43,45,36,38,39,18,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,44,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,17,42,39,36,38,41,45,46,40,0,0,0,39,38,17,43,39,37,44,40,19,0,0,0,0,0,0,0,0,0,0,0,41,18,45,17,43,41,47,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,39,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,39,43,19,45,45,44,40,39,16,0,0,0,40,45,17,36,17,41,37,17,45,19,37,16,44,46,43,37,46,40,36,40,41,40,43,43,45,45,38,46,17,0,0,0,0,0,0,0,0,0,0,0,19,19,44,16,38,46,36,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,36,45,44,37,16,41,45,43,45,0,0,0,41,16,19,41,44,42,36,47,17,45,45,36,36,17,39,40,38,46,38,39,41,18,19,37,37,40,46,40,17,0,0,0,0,0,0,0,0,0,0,0,40,16,39,39,47,37,18,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
