0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,16,144,163,185,186,150,26,27,24,25,26,27,24,0,0,0,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,27,24,25,26,27,24,0,0,0,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,25,148,189,190,146,30,31,28,29,30,31,28,29,0,0,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,28,29,30,31,28,0,0,0,0,0,30,31,28,29,30,31,0,0,0,0,0,29,0,0,0,29,144,177,178,146,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,16,17,18,19,16,17,18,19,16,0,0,0,0,0,18,19,16,17,18,19,16,17,18,0,0,0,18,19,16,17,18,19,0,0,0,0,16,17,18,19,16,17,148,181,182,165,149,153,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,21,22,23,20,21,22,0,0,0,0,0,0,21,22,23,20,21,22,23,20,21,22,23,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,156,164,185,186,187,184,150,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,26,0,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,27,24,25,26,0,0,0,0,0,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,192,200,198,200,204,200,194,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,31,28,29,30,31,0,0,0,31,28,29,30,31,28,29,30,0,0,29,30,31,28,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,148,176,177,178,179,176,150,16,17,18,19,16,17,18,0,0,17,18,19,16,17,18,19,16,17,18,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,17,18,19,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,19,16,0,0,0,0,0,18,19,16,17,18,19,16,0,18,19,152,160,180,181,182,183,180,146,20,21,22,23,20,21,22,0,0,0,22,23,20,21,22,23,20,21,0,0,0,0,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,21,22,23,0,0,0,0,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,0,0,0,0,23,148,187,184,185,186,187,184,161,157,25,26,27,24,25,26,0,0,0,26,27,24,25,26,27,24,25,26,0,0,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,25,26,27,24,25,0,0,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,144,191,188,189,190,191,188,189,150,29,30,31,28,29,0,0,0,0,30,31,28,0,0,31,28,29,30,0,0,0,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,159,167,176,177,178,179,176,177,146,17,18,19,16,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,148,180,181,182,183,180,181,150,21,22,23,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,0,0,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,159,163,185,186,187,184,185,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,25,26,0,0,0,0,0,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,159,167,190,191,188,189,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,29,30,31,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,29,0,0,0,0,0,0,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,144,178,179,176,177,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,19,16,17,0,0,0,0,0,0,0,0,18,19,16,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,19,16,17,0,0,0,0,0,0,0,17,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,155,163,183,180,181,182,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,0,22,23,20,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,21,22,23,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,148,187,184,185,186,187,0,0,24,25,26,27,24,25,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,26,27,24,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,152,160,191,188,189,190,146,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,29,30,31,28,29,30,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,0,0,0,0,0,0,30,31,28,29,0,0,0,0,0,0,0,16,0,0,0,16,17,18,19,16,17,159,167,179,176,177,178,146,18,19,16,17,18,19,16,17,0,0,0,0,0,0,0,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,18,19,16,17,18,19,16,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,0,0,0,0,0,18,19,16,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,20,21,22,148,183,180,181,182,161,157,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,22,23,20,21,22,23,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,0,21,22,23,20,0,0,0,20,21,22,23,20,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,25,26,192,206,198,200,198,200,194,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,26,27,24,0,0,0,0,0,0,27,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,31,28,0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,159,163,188,189,190,191,150,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,18,19,16,17,18,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,0,0,0,0,0,19,16,17,18,19,16,0,0,19,16,17,18,19,16,17,18,19,144,176,177,178,179,150,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,21,22,21,21,21,17,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,0,0,0,0,0,0,20,21,22,23,20,0,0,0,0,21,22,23,20,21,22,23,148,180,181,182,183,150,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,25,19,34,33,35,24,18,24,25,0,0,0,0,0,0,0,22,23,20,21,22,0,0,0,0,0,0,24,25,26,27,24,0,0,0,0,0,26,27,24,25,26,152,160,184,185,186,187,150,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,29,20,26,38,39,27,18,28,29,30,31,28,0,0,0,0,0,0,0,25,26,0,0,0,0,0,0,28,29,30,31,28,29,0,0,0,0,0,0,28,29,30,144,191,188,189,190,191,165,157,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,20,38,34,37,19,26,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,0,0,0,18,148,179,176,177,178,179,176,150,16,17,18,19,16,17,18,19,16,17,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,20,21,22,18,21,21,20,21,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,0,0,0,0,0,0,22,148,183,180,181,182,183,180,146,20,21,0,0,20,21,22,23,20,21,22,0,0,0,22,23,20,21,22,0,0,0,22,23,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,26,19,17,20,20,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,24,25,26,27,0,0,0,0,0,0,26,144,187,184,185,186,187,166,158,24,25,0,0,0,0,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,28,29,30,31,0,0,30,31,28,29,30,31,0,0,0,0,0,0,30,31,28,29,0,0,0,0,0,0,0,29,30,31,28,29,0,0,0,0,30,155,167,188,189,190,191,146,31,28,29,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,0,0,0,0,0,17,18,19,16,17,0,0,0,0,0,0,0,0,18,19,16,17,0,0,0,17,18,19,148,176,177,178,179,150,19,16,17,18,19,0,0,0,0,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,0,0,0,0,21,22,23,20,21,22,23,0,0,0,0,0,0,22,23,20,21,0,0,0,0,22,23,144,180,181,182,183,165,157,20,21,22,23,20,0,0,0,0,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,20,21,22,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,0,0,0,0,0,26,27,24,25,26,27,0,0,0,0,0,0,26,27,24,25,0,0,0,0,26,27,148,184,185,186,187,162,158,24,25,26,27,24,25,0,0,0,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,30,31,28,29,0,0,0,0,0,31,159,163,189,190,162,158,31,28,29,0,0,28,29,30,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,18,19,16,17,18,19,0,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,0,0,0,0,0,19,16,148,177,178,146,18,19,16,17,264,0,16,17,18,0,0,0,0,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,23,20,148,181,182,150,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,27,24,148,185,186,161,153,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,30,31,156,160,189,190,191,161,157,28,29,30,31,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,19,159,167,177,178,179,176,150,0,0,0,0,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,21,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,16,159,163,182,183,180,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,27,24,25,26,27,0,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,16,148,186,187,184,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,30,31,28,29,30,31,0,0,0,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,0,16,159,167,191,188,165,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,18,19,16,17,18,19,0,0,0,0,16,17,18,19,16,17,18,19,16,17,0,0,0,0,0,19,16,17,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,16,144,179,176,177,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,21,22,23,20,21,0,0,0,0,0,0,20,21,22,23,20,21,0,0,0,0,0,0,0,0,0,0,0,0,16,144,183,180,181,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,25,26,27,24,25,26,0,0,0,0,0,0,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,144,187,184,185,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,144,191,188,189,150,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,18,19,16,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,159,167,176,177,161,149,153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,23,20,21,22,23,0,0,0,23,20,21,22,0,0,0,0,0,0,21,22,23,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,0,0,0,23,148,180,181,182,183,161,157,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,24,25,26,27,0,0,26,27,24,25,26,27,0,0,0,0,0,25,26,27,24,25,0,0,0,0,0,0,24,25,26,27,0,0,0,27,24,25,26,27,24,0,0,27,144,184,185,186,187,184,165,149,153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,0,30,31,28,29,30,31,28,0,0,0,0,0,30,31,28,0,0,0,0,0,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,144,188,189,190,191,188,189,190,165,153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,25,25,21,16,17,0,0,0,0,0,19,16,17,0,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,152,164,176,177,178,162,151,151,163,176,161,153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,18,20,18,20,21,22,23,20,0,0,23,20,21,22,0,0,0,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,144,183,180,181,182,146,18,19,159,163,176,161,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,19,16,21,24,25,26,27,24,25,26,27,24,25,26,27,0,0,26,27,24,25,26,0,0,0,26,27,24,25,26,27,24,25,156,160,187,184,162,151,154,22,23,20,144,180,181,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,29,30,21,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,28,29,30,31,28,29,155,163,191,188,150,24,25,26,27,24,159,167,185,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,17,18,19,16,17,18,148,179,176,150,28,29,30,31,28,29,155,167,162,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,22,23,20,21,22,148,183,180,165,157,17,18,19,16,17,18,144,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
