0,0,0,0,0,0,0,0,50,50,20,22,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,23,26,49,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,18,17,16,19,39,16,44,16,19,16,16,19,16,18,19,19,19,19,16,18,17,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,18,19,18,45,18,42,44,17,43,37,39,39,47,17,43,45,45,19,19,19,16,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,42,17,43,43,37,16,16,19,37,37,38,16,42,45,45,17,37,42,37,16,16,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,42,16,37,18,19,41,16,18,37,36,36,46,17,17,16,38,37,17,18,16,16,22,49,0,0,0,0,0,0,0,0,0,24,21,21,21,21,25,49,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,31,19,16,30,23,26,49,0,0,0,0,0,0,0,0,0,20,16,16,16,16,61,49,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,16,18,22,48,50,0,0,0,0,0,0,24,21,21,21,28,16,16,16,16,60,49,0,0,0,0,61,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,51,0,0,16,32,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,17,22,49,0,0,0,0,0,0,0,20,30,23,23,23,23,23,23,23,26,49,0,0,0,0,60,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,32,32,34,35,34,35,35,33,32,33,35,32,35,34,32,51,0,0,16,34,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,18,22,49,0,0,0,0,0,0,0,20,22,48,50,50,50,50,50,50,50,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,18,18,18,16,19,18,17,19,18,18,17,39,19,19,18,51,0,0,16,35,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,17,22,49,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,16,17,35,16,16,19,18,17,43,40,18,17,19,37,16,18,38,19,32,18,19,17,32,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,24,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,28,16,17,29,21,25,49,0,0,0,24,21,28,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,33,32,41,46,18,46,17,57,57,57,16,17,19,17,19,17,18,34,33,33,34,34,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,16,45,19,17,19,16,18,18,16,16,16,47,16,18,16,18,42,17,18,18,17,22,49,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,17,17,16,45,59,56,56,19,58,40,57,45,56,56,57,16,19,17,16,17,16,17,38,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,18,37,37,16,17,16,41,16,18,18,43,17,18,18,47,17,18,17,17,17,19,22,49,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,17,16,46,18,56,47,58,36,56,59,59,36,56,19,56,41,18,17,45,16,40,16,18,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,18,19,16,19,41,17,44,18,40,19,17,16,17,18,46,16,16,44,43,18,19,61,49,0,0,0,61,16,16,22,49,0,0,0,0,24,21,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,42,18,19,18,57,58,59,36,45,44,37,36,58,59,57,42,17,17,16,19,19,16,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,19,40,43,19,17,17,16,36,17,17,19,18,18,19,37,17,16,19,19,17,17,62,49,0,0,0,62,16,16,22,49,0,0,0,0,20,18,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,17,16,17,18,18,37,17,45,39,37,38,16,44,44,45,19,18,17,16,18,47,19,17,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,27,23,31,30,23,23,23,23,23,23,23,23,23,23,47,23,23,23,23,23,23,23,26,49,0,0,0,27,23,23,26,49,0,0,0,0,27,23,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,16,18,17,59,59,56,47,37,38,38,42,39,39,58,56,58,46,17,17,17,17,17,41,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,50,50,20,22,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,50,50,50,50,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,16,18,18,57,39,59,16,42,43,16,43,43,39,57,19,56,42,19,40,19,38,18,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,17,43,16,56,58,58,44,18,44,37,42,19,46,59,58,56,40,39,37,46,38,19,19,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,16,16,16,16,19,19,39,40,43,47,40,19,44,38,47,39,46,39,46,16,37,38,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,19,17,18,17,36,42,43,17,18,45,18,37,39,16,18,38,38,42,16,45,19,17,19,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,17,16,17,19,16,16,47,16,18,17,17,42,41,47,17,16,17,40,19,19,19,18,16,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,17,18,17,45,44,18,16,42,17,19,18,46,44,36,44,17,16,17,19,19,16,19,17,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,32,35,17,18,40,40,18,17,19,16,45,43,17,19,16,17,18,17,18,32,33,33,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,19,18,18,19,19,16,16,19,17,17,17,19,16,17,18,38,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,20,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,18,19,16,16,19,19,16,18,19,17,17,19,17,17,16,18,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,24,28,29,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,32,33,33,35,32,35,35,34,34,35,32,32,32,34,32,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,20,56,59,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,20,58,59,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,27,31,30,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,51,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,16,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,35,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,16,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,32,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,34,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
